Card,Designators,Section,Subsection,Category,Manufacturer,Part_Number,Ecoinvent_flow,Ecoinvent_unit,Total_quantity,Total_mass_kg,Direction,Comments
digital_control,"R38_DIG_FAST_IN_CCT_0, R38_DIG_FAST_IN_CCT_1, R38_DIG_FAST_IN_CCT_2, R38_DIG_FAST_IN_CCT_3, R38_DIG_FAST_IN_CCT_4, R38_DIG_FAST_IN_CCT_5, R38_DIG_FAST_IN_CCT_6, R38_DIG_FAST_IN_CCT_7, R38_DIG_FAST_IN_CCT_8, R38_DIG_FAST_IN_CCT_9, R38_DIG_FAST_IN_CCT_10, R38_DIG_FAST_IN_CCT_11, R38_DIG_FAST_IN_CCT_12, R38_DIG_FAST_IN_CCT_13",Passives,Resistors,Thick Film,GENERIC,R0402_470R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.1375e-05,1.1375e-05,Input,0402.
digital_control,"R46, R47, R190_P24V_FUSE1, R190_P24V_FUSE2, R190_P24V_FUSE3, R190_P24V_FUSE4, R190_P24V_FUSE5, R190_P24V_FUSE6, R190_P24V_FUSE7, R190_P24V_FUSE8",Passives,Resistors,Thick Film,GENERIC,R0402_82K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-06,8.125e-06,Input,0402.
digital_control,R50,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated; mass 0.
digital_control,R52,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated.
digital_control,R53,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated.
digital_control,R54,Passives,Resistors,Thick Film,GENERIC,R0402_220K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R55,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated.
digital_control,R56,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated.
digital_control,R57,Passives,Resistors,Thick Film,GENERIC,R0402_NO-VALUE,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Not populated.
digital_control,"R58, R59, R60, R61, R62, R63, R64, R65, R79, R80, R81, R82, R83, R84, R85, R86, R87, R88, R89, R90, R91, R92, R93, R94, R95, R96, R97, R98, R99, R100, R101, R102, R103, R104, R105, R106, R107, R108, R109, R110, R111, R112, R113, R114, R115, R116, R117, R118",Passives,Resistors,Thick Film,GENERIC,R0402_10K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,3.9e-05,3.9e-05,Input,0402.
digital_control,R127,Passives,Resistors,Thick Film,GENERIC,R0402_110K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R128,Passives,Resistors,Thick Film,GENERIC,R0402_300K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R129,Passives,Resistors,Thick Film,GENERIC,R0402_15K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R130,Passives,Resistors,Thick Film,GENERIC,R0402_13K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R131,Passives,Resistors,Thick Film,GENERIC,R0402_40K2_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R132,Passives,Resistors,Thick Film,GENERIC,R0805_1M_1%_0.125W_100PPM,"resistor production, surface-mounted",kg,4.975e-06,4.975e-06,Input,0805 resistor.
digital_control,R150,Passives,Resistors,Thick Film,GENERIC,R0402_162K_1%_0.063W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,R151,Passives,Resistors,Thick Film,GENERIC,R0402_13K3_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,"R155, R156",Passives,Resistors,Thick Film,GENERIC,R0402_200K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.625e-06,1.625e-06,Input,0402.
digital_control,"R161, R163, R165, R167, R168, R170, R171, R173, R174, R176",Passives,Resistors,Thick Film,GENERIC,R0402_8R2_1%_0.0625W_200PPM,"resistor production, surface-mounted",kg,8.125e-06,8.125e-06,Input,0402.
digital_control,"R162, R166, R169",Passives,Resistors,Thick Film,GENERIC,R0805_0R05_1%_0.25W_300PPM,"resistor production, surface-mounted",kg,1.4925e-05,1.4925e-05,Input,0805 resistor.
digital_control,R164,Passives,Resistors,Thick Film,GENERIC,R0805_1K_1%_0.125W_100PPM,"resistor production, surface-mounted",kg,4.975e-06,4.975e-06,Input,0805 resistor.
digital_control,"R178_P24V_FUSE1, R178_P24V_FUSE2, R178_P24V_FUSE3, R178_P24V_FUSE4, R178_P24V_FUSE5, R178_P24V_FUSE6, R178_P24V_FUSE7, R178_P24V_FUSE8",Passives,Resistors,Thick Film,GENERIC,R0402_620K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,6.5e-06,6.5e-06,Input,0402.
digital_control,"R182, R183, R195, R196",Passives,Resistors,Thick Film,GENERIC,R0402_330R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,3.25e-06,3.25e-06,Input,0402.
digital_control,R186,Passives,Resistors,Thick Film,GENERIC,R0402_43K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,"R188_P24V_FUSE1, R188_P24V_FUSE2, R188_P24V_FUSE3, R188_P24V_FUSE4, R188_P24V_FUSE5, R188_P24V_FUSE6, R188_P24V_FUSE7, R188_P24V_FUSE8",Passives,Resistors,Thick Film,GENERIC,R0402_9K1_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,6.5e-06,6.5e-06,Input,0402.
digital_control,"R189_P24V_FUSE1, R189_P24V_FUSE2, R189_P24V_FUSE3, R189_P24V_FUSE4, R189_P24V_FUSE5, R189_P24V_FUSE6, R189_P24V_FUSE7, R189_P24V_FUSE8",Passives,Resistors,Thick Film,GENERIC,R0402_30K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,6.5e-06,6.5e-06,Input,0402.
digital_control,"R191, R192, R197, R198",Passives,Resistors,Thick Film,GENERIC,R0402_22R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,3.25e-06,3.25e-06,Input,0402.
digital_control,"R39_DIG_FAST_IN_CCT_0, R39_DIG_FAST_IN_CCT_1, R39_DIG_FAST_IN_CCT_2, R39_DIG_FAST_IN_CCT_3, R39_DIG_FAST_IN_CCT_4, R39_DIG_FAST_IN_CCT_5, R39_DIG_FAST_IN_CCT_6, R39_DIG_FAST_IN_CCT_7, R39_DIG_FAST_IN_CCT_8, R39_DIG_FAST_IN_CCT_9, R39_DIG_FAST_IN_CCT_10, R39_DIG_FAST_IN_CCT_11, R39_DIG_FAST_IN_CCT_12, R39_DIG_FAST_IN_CCT_13",Passives,Resistors,Thin Film,GENERIC,R0402_10K_0.1%_0.0625W_25PPM,"resistor production, surface-mounted",kg,1.1375e-05,1.1375e-05,Input,0402 thin film; mass same as thick film.
digital_control,"R66_DIG_IND_IN_1, R66_DIG_IND_IN_2, R66_DIG_IND_IN_3, R66_DIG_IND_IN_4, R66_DIG_IND_IN_5, R66_DIG_IND_IN_6, R66_DIG_IND_IN_7, R66_DIG_IND_IN_8, R66_DIG_IND_IN_9, R66_DIG_IND_IN_10, R66_DIG_IND_IN_11, R66_DIG_IND_IN_12, R66_DIG_IND_IN_13, R66_DIG_IND_IN_14, R70_DIG_IND_IN_1, R70_DIG_IND_IN_2, R70_DIG_IND_IN_3, R70_DIG_IND_IN_4, R70_DIG_IND_IN_5, R70_DIG_IND_IN_6, R70_DIG_IND_IN_7, R70_DIG_IND_IN_8, R70_DIG_IND_IN_9, R70_DIG_IND_IN_10, R70_DIG_IND_IN_11, R70_DIG_IND_IN_12, R70_DIG_IND_IN_13, R70_DIG_IND_IN_14, R75_DIG_IND_IN_1, R75_DIG_IND_IN_2, R75_DIG_IND_IN_3, R75_DIG_IND_IN_4, R75_DIG_IND_IN_5, R75_DIG_IND_IN_6, R75_DIG_IND_IN_7, R75_DIG_IND_IN_8, R75_DIG_IND_IN_9, R75_DIG_IND_IN_10, R75_DIG_IND_IN_11, R75_DIG_IND_IN_12, R75_DIG_IND_IN_13, R75_DIG_IND_IN_14, R77_DIG_IND_IN_1, R77_DIG_IND_IN_2, R77_DIG_IND_IN_3, R77_DIG_IND_IN_4, R77_DIG_IND_IN_5, R77_DIG_IND_IN_6, R77_DIG_IND_IN_7, R77_DIG_IND_IN_8, R77_DIG_IND_IN_9, R77_DIG_IND_IN_10, R77_DIG_IND_IN_11, R77_DIG_IND_IN_12, R77_DIG_IND_IN_13, R77_DIG_IND_IN_14, R199_DIG_IND_IN_1, R199_DIG_IND_IN_2, R199_DIG_IND_IN_3, R199_DIG_IND_IN_4, R199_DIG_IND_IN_5, R199_DIG_IND_IN_6, R199_DIG_IND_IN_7, R199_DIG_IND_IN_8, R199_DIG_IND_IN_9, R199_DIG_IND_IN_10, R199_DIG_IND_IN_11, R199_DIG_IND_IN_12, R199_DIG_IND_IN_13, R199_DIG_IND_IN_14",Passives,Resistors,Thin Film,GENERIC,RMELF_2K2_1%_0.2W_50PPM,"resistor production, surface-mounted",kg,0.0013573,0.0013573,Input,MELF (Mini-MELF) cylindrical package; mass from volume (cylinder: π×0.8²×3.6 mm³ = 7.24 mm³ = 0.00724 cm³) × 3.5 g/cm³ + metal_extra 0.002 = 0.0273 g.
digital_control,"R67_DIG_IND_IN_1, R67_DIG_IND_IN_2, R67_DIG_IND_IN_3, R67_DIG_IND_IN_4, R67_DIG_IND_IN_5, R67_DIG_IND_IN_6, R67_DIG_IND_IN_7, R67_DIG_IND_IN_8, R67_DIG_IND_IN_9, R67_DIG_IND_IN_10, R67_DIG_IND_IN_11, R67_DIG_IND_IN_12, R67_DIG_IND_IN_13, R67_DIG_IND_IN_14, R69_DIG_IND_IN_1, R69_DIG_IND_IN_2, R69_DIG_IND_IN_3, R69_DIG_IND_IN_4, R69_DIG_IND_IN_5, R69_DIG_IND_IN_6, R69_DIG_IND_IN_7, R69_DIG_IND_IN_8, R69_DIG_IND_IN_9, R69_DIG_IND_IN_10, R69_DIG_IND_IN_11, R69_DIG_IND_IN_12, R69_DIG_IND_IN_13, R69_DIG_IND_IN_14, R72_DIG_IND_IN_1, R72_DIG_IND_IN_2, R72_DIG_IND_IN_3, R72_DIG_IND_IN_4, R72_DIG_IND_IN_5, R72_DIG_IND_IN_6, R72_DIG_IND_IN_7, R72_DIG_IND_IN_8, R72_DIG_IND_IN_9, R72_DIG_IND_IN_10, R72_DIG_IND_IN_11, R72_DIG_IND_IN_12, R72_DIG_IND_IN_13, R72_DIG_IND_IN_14, R76_DIG_IND_IN_1, R76_DIG_IND_IN_2, R76_DIG_IND_IN_3, R76_DIG_IND_IN_4, R76_DIG_IND_IN_5, R76_DIG_IND_IN_6, R76_DIG_IND_IN_7, R76_DIG_IND_IN_8, R76_DIG_IND_IN_9, R76_DIG_IND_IN_10, R76_DIG_IND_IN_11, R76_DIG_IND_IN_12, R76_DIG_IND_IN_13, R76_DIG_IND_IN_14",Passives,Resistors,Thin Film,GENERIC,R0805_10K_0.1%_0.125W_25PPM,"resistor production, surface-mounted",kg,0.000301,0.000301,Input,0805 thin film; same mass as 0805 thick film.
digital_control,"R78_DIG_IND_IN_1, R78_DIG_IND_IN_2, R78_DIG_IND_IN_3, R78_DIG_IND_IN_4, R78_DIG_IND_IN_5, R78_DIG_IND_IN_6, R78_DIG_IND_IN_7, R78_DIG_IND_IN_8, R78_DIG_IND_IN_9, R78_DIG_IND_IN_10, R78_DIG_IND_IN_11, R78_DIG_IND_IN_12, R78_DIG_IND_IN_13, R78_DIG_IND_IN_14",Passives,Resistors,Thin Film,GENERIC,R0402_5K1_0.1%_0.0625W_25PPM,"resistor production, surface-mounted",kg,1.1375e-05,1.1375e-05,Input,0402 thin film.
digital_control,"R175, R180",Passives,Resistors,Current Sense,OHMITE,LVK20R002FER,"resistor production, surface-mounted",kg,2.5712e-05,2.5712e-05,Input,"1206 current sense resistor; same dimensions as standard 1206 resistor, mass ~0.012g."
digital_control,R179,Passives,Resistors,Zero Ohm,GENERIC,R0402_0R_JUMPER,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402 zero ohm jumper; mass same as 0402 resistor.
digital_control,SW1,Electromechanical,Switches,DIP Switch,TE CONNECTIVITY,1571983-4,"electronic component, passive, unspecified",kg,0.00010056875,0.00010056875,Input,Passive too general but accepted
digital_control,"T1, T3",Discrete Semiconductors,Small signal,MOSFET,ONSEMI,BSS138LT1G,"transistor production, surface-mounted",kg,1.6425e-05,1.6425e-05,Input,Mass from casing
digital_control,"T2_CONTACT_OUT_0, T2_CONTACT_OUT_1, T2_CONTACT_OUT_2, T2_CONTACT_OUT_3, T2_CONTACT_OUT_4, T2_CONTACT_OUT_5",Discrete Semiconductors,Small signal,MOSFET,NEXPERIA,NX138BKW,"transistor production, surface-mounted",kg,4.9275e-05,4.9275e-05,Input,Mass from casing
fan_supervision_card,PCB,PCB,,AUTO,Panel of 4 PCBs ,EDA-05283-V1,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.00374,0.0115192,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices."
fan_supervision_card,"F1, F2",Passives,Protection,AUTO,BOURNS,MF-SM030,"electronic component, passive, unspecified",kg,0.000948,0.000948,Input,Mass info: https://www.tme.eu/bg/en/details/mf-sm030-2/smd-polymer-fuses/bourns/
fan_supervision_card,"J1,J2",Electromechanical,Connectors,AUTO,WAGO ,236-402,"electric connector production, wire clamp",kg,0.003804,0.003804,Input,MASS INFO: https://www.wagoproducts.com/printed-circuit/series-236/wago-236-402/
fan_supervision_card,J3,Electromechanical,Connectors,AUTO,3M,N3793-6302RB,"electric connector production, wire clamp",kg,0.00405,0.00405,Input,MASS INFO: https://www.tme.eu/ps/en/details/n3793-6302rb/idc-connectors/3m/
fan_supervision_card,PB4 ,Hardware,Mounting hardware,AUTO,SCHNEIDER,ZB6Y011,"electronic component, passive, unspecified",kg,0.01,0.01,Input,Mass info: https://www.tme.eu/cn/zh/details/zb6y011/biao-zhun-pei-jian/schneider-electric/
fan_supervision_card,for J3s,Hardware,Mounting hardware,AUTO,3M,3341-5,"steel, low-alloyed + metal working, average for steel product manufacturing",kg,0.00126385,0.00126385,Input,"This combination represents the two required stages for metal-component LCAs: (1) stainless‑steel material production, and (2) forming/working processes needed to shape the component."
fan_supervision_card,"R5, R6",Passives,Resistors,AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,2.5712e-05,2.5712e-05,Input,The dataset explicitly represents surface‑mounted resistors.
fan_supervision_card,SMD_PROCESS,Assembly Processes,SMD ,AUTO,,,"mounting, surface mount technology, Pb-free solder",m2,0.028,,Input,
fan_supervision_card,THT_PROCESS,Assembly Processes,THT,AUTO,,,"mounting, through-hole technology, Pb-free solder",m2,0.028,,Input,
fan_supervision_card,"C1, C10",Passives,Capacitors,Electrolytic,VISHAY BCCOMPONENTS,MAL213668101E3,"capacitor production, electrolyte type, < 2cm height",kg,0.0038,0.0038,Input,"Mass from datasheet, electrolytic and height specified"
fan_supervision_card,C2 > C9,Passives,Capacitors,Film,GENERIC,CC1206_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000452608,0.000452608,Input,SMD type capacitors and termination (SMT) – exactly what MLCCs are.
fan_supervision_card,"C11, C12",Passives,Capacitors,Film,GENERIC,CC1206_1NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000113152,0.000113152,Input,SMD type capacitors and termination (SMT) – exactly what MLCCs are.
fan_supervision_card,PB1 > PB3,Electromechanical,Switches,Contact Block,SCHNEIDER,ZB6E2A,"electronic component, passive, unspecified",kg,0.012,0.012,Input,Mass from datasheet
fan_supervision_card,"R1-R4,R7-R18",Passives,Resistors,Switch Mounting Collar,Generic,R1206_10R_1%_0.25W_200PPM,"resistor production, surface-mounted",kg,0.000205696,0.000205696,Input,The dataset explicitly represents surface‑mounted resistors.
fan_supervision_card,PB5,Electromechanical,Switches,Emergency Stop Pushbutton Head,SCHNEIDER,ZB6AS834,"electronic component, passive, unspecified",kg,0.035,0.035,Input,Mass info from datasheet
filter_card,PCB,PCB,,AUTO,Panel of 2,EDA-04977-V1,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.017,0.05236,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices."
filter_card,"HVDC_M, HVDV_P",Passives,Test PIN,AUTO,VERO TECHNOLOGIES,20-2136,"electronic component, passive, unspecified",kg,0.00016,0.00016,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.
filter_card,"J1,J2,J4",Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,350789-1,"electric connector production, peripheral type buss",kg,0.005949,0.005949,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function For the mass: https://www.tme.com/in/en/details/350789-1/raster-signal-connectors-6-35mm/te-connectivity/
filter_card,L1,Magnetics,Inductors,AUTO,CERN,HCRAPQU001-0,"transformer production, low voltage use",kg,0.0827,0.0827,Input,The proportions should be modifiedon row; user will delete
filter_card,R1-R4,Passives,Resistors,AUTO,Generic,RMF_47K_5%_3W_250PPM_2286-1670X520,"resistor, metal film type, through-hole mounting",kg,0.00497724,0.00497724,Input,
filter_card,THT_PROCESS,Assembly Processes,THT,AUTO,,,"mounting, through-hole technology, Pb-free solder",m2,0.017,,Input,
filter_card,"C1, C4",Passives,Capacitors,Film,WIMA,MKY22W21004B00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.002673,0.002673,Input,
filter_card,C3,Passives,Capacitors,Film,WIMA,MKP4O141507G00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.04425975,0.04425975,Input,
filter_card,C8,Passives,Capacitors,Film,WIMA,DCP4L055007JD4KSSD,"capacitor production, film type, for through-hole mounting",kg,0.09804375,0.09804375,Input,
filter_card,"C2,C5",Passives,Capacitors,Film,WIMA,MKY22W14703F00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.0019305,0.0019305,Input,
filter_card,"C6, C7, C9, C10",Passives,Capacitors,Electrolytic,NICHICON,LGR2G221MELA50,"capacitor production, electrolyte type, > 2cm height",kg,0.5615588,0.5615588,Input,
filter_card,J3,Passives,Electromechanical,Connectors,TYCO ELECTRONICS,350786-1,"electric connector production, wire clamp",kg,0.00137,0.00137,Input,Mass info: https://www.tme.com/in/en/details/350786-1/raster-signal-connectors-6-35mm/te-connectivity/
fuse_card,PCB,PCB,,AUTO,Panel of 2 PCBs,,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.01,0.0308,Input,Base PCB from EcoInvent
fuse_card,FH1-FH3,Electromechanical,Fuse holder ,AUTO,KEYSTONE,3576,"electronic component, passive, unspecified",kg,0.0343014,0.0343014,Input,Passive component (generic): https://www.tme.eu/se/details/640900-1/signalkontaktdon-avstand-6-35mm/te-connectivity/
fuse_card,FHC1-FHC3,Hardware,Enclosure,AUTO,KEYSTONE,3576C,"electronic component, passive, unspecified",kg,0.01077,0.01077,Input,"No more accurate component, it is considered generic"
fuse_card,J1,Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,640900-1,"electric connector production, wire clamp",kg,0.00319,0.00319,Input,Mass info: https://www.tme.eu/se/details/640900-1/signalkontaktdon-avstand-6-35mm/te-connectivity/
fuse_card,J2,Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,350786-1,"electric connector production, wire clamp",kg,0.00137,0.00137,Input,Mass info: https://www.tme.com/in/en/details/350786-1/raster-signal-connectors-6-35mm/te-connectivity/
fuse_card,J3,Electromechanical,Connectors,AUTO,CERN,EDA-02872-V1-3,"electric connector production, peripheral type buss",kg,0.0526,0.0526,Input,"Although the dataset represents ICT connectors (e.g., USB ports), its material composition is comparable TO j3. Explanation as a special component the mass calculation"
fuse_card,R1-R9,Passives,Resistors,AUTO,Generic,RMF_68K_1%_0.6W_50PPM_1016-630X250,"resistor, metal film type, through-hole mounting",kg,0.00098775,0.00098775,Input,The dataset explicitly represents THT.
fuse_card,THT_PROCESS,Assembly Processes,THT,AUTO,,,"mounting, through-hole technology, Pb-free solder",m2,0.01,,Input,It is all THT
fuse_card,C1-C3,Passives,Capacitors ,Film,WIMA,MKX2AW41006D00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.0398034,0.0398034,Input,
fuse_card,C4,Passives,Capacitors ,Film,WIMA,MKY22W14703F00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.00096525,0.00096525,Input,
fuse_card,C1b-C3b,Passives,Capacitors ,Film,WIMA,MKX2AW41005I00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.024792075,0.024792075,Input,
fuse_card,C4b,Passives,Capacitors ,Film,WIMA,MKY22W21004B00MSSD,"capacitor production, film type, for through-hole mounting",kg,0.0013365,0.0013365,Input,
fuse_card,F1-F3,Passives,Protection,Fuse,MERSEN,W1014572,"electronic component, passive, unspecified",kg,0.024,0.024,Input,"It is a big estimation, the other alternative is more described but it doe not have the same technology."
HF_Power_Transformer_PM624929,P,Magnetics,Inductors,Wire,CERN,,"copper, cathode+wire drawing, copper",kg,0.036931,0.036931,Input,Materials for the transformer.
HF_Power_Transformer_PM624929,"S1,S2",Magnetics,Inductors,Wire,CERN,,"copper, cathode+wire drawing, copper",kg,0.0703013,0.0703013,Input,Materials for the transformer.
HF_Power_Transformer_PM624929,Pot core,Magnetics,Inductors,Ferrite Cores & Accessories,TDK ,B65684A0000R087,ferrite,kg,0.410592,0.410592,Input,Materials for the transformer mass info https://www.mouser.ch/ProductDetail/TDK/B65684A0000R087?qs=Uha62PnlbFDxdKtNL2vuzQ%3D%3D&srsltid=AfmBOorBQFj2hP6jaXQ9fuLih3boT-2dEbxR5LlIwbNEIKNOxy0393fo
HF_Power_Transformer_PM624929,Coil former,Magnetics,Inductors,Ferrite Cores & Accessories,TDK ,B65685A1000T001,"polyester resin, unsaturated + injection moulding",kg,0.02,0.02,Input,Materials for the transformer mass info:https://de.farnell.com/en-DE/epcos/b65685a1000t001/coil-former-pm-62-1-section/dp/2355116
HF_Power_Transformer_PM624929,J1,Electromechanical,Connectors,AUTO,CEMBRE,PKE2508,"electric connector production, wire clamp",kg,4e-06,4e-06,Input,connector
HF_Power_Transformer_PM624929,crimpling lungs,Electromechanical,Connectors,AUTO,CEMBRE,,"copper, cathode + metal working, average for copper product manufacturing",kg,0.0108,0.0108,Input,mass datasheet adn material tool
HF_Power_Transformer_PM624929,Electrical Tape 92,Magnetics,Inductors,AUTO,,,polytetrafluoroethylene,kg,0.0016,0.0016,Input,Materials for the inductor.
inverter_power_card,PCB,PCB,,AUTO,Panel of 2,EDA-05137-V1,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.0168,0.051744,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices."
inverter_power_card,IC3–IC6,Modules,DC/DC Converters,AUTO,Traco Power,TRV 1-2413M,ten,kg,0.0192,0.0192,Input,"It is intentionally designed as a ""rough proxy"" for active components when no better data exists.  Generic active component dataset used with mass scaling. This introduces uncertainty but is the best available option. The automotive converter dataset was rejected due to extreme scale difference."
inverter_power_card,IC7,Modules,Hybrid relays,AUTO,Panasonic,AQV210EHA,"electronic component production, active, unspecified",kg,0.000427,0.000427,Input,"The PhotoMOS is a solid-state relay combining an LED and MOSFETs in an SMD package. No specific ecoinvent dataset exists. The generic active dataset averages diodes, transistors, and ICs, which reasonably captures the mix of technologies present in the component."
inverter_power_card,F1,Passives,Protection,AUTO,Littelfuse,microSMD005F,"electronic component, passive, unspecified",kg,1.0018708e-05,1.0018708e-05,Input,"There is a big stimation, the other alternative is more described but it dit not the same technology."
inverter_power_card,"R1–R4, R31, R35, R47, R48, R60",Passives,Resistors,AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.000115704,0.000115704,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,"R5–R9, R41, R44, R53, R56–R59",Passives,Resistors,AUTO,Generic,R1206_47K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.000154272,0.000154272,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,"R10, R11, R15–R30",Passives,Resistors,AUTO,Generic,R1206_20R_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.000231408,0.000231408,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,"R12, R49–R52",Passives,Resistors,AUTO,Generic,R1206_10R_1%_0.25W_200PPM,"resistor production, surface-mounted",kg,6.428e-05,6.428e-05,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,"R13, R14, R32, R36–R40, R42, R43",Passives,Resistors,AUTO,Generic,R1206_1K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.00012856,0.00012856,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,R33,Passives,Resistors,AUTO,Generic,R1206_2K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,1.2856e-05,1.2856e-05,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,"R34, R45, R46, R54, R55",Passives,Resistors,AUTO,Generic,R1206_100R_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,6.428e-05,6.428e-05,Input,The dataset explicitly represents surface‑mounted resistors.
inverter_power_card,J1,Electromechanical,Connectors,AUTO,Wieland,25.161.0353.0,"electric connector production, wire clamp",kg,0.00245594672,0.00245594672,Input,Exact technological match: “wire clamp” directly describes the screw‑clamp connection.
inverter_power_card,J2,Electromechanical,Connectors,AUTO,TE Connectivity,350789-1,"electric connector production, peripheral type buss",kg,0.001983,0.001983,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function.
inverter_power_card,J3,Electromechanical,Connectors,AUTO,3M,N3428-6302RB,"electric connector production, wire clamp",kg,0.01818128704,0.01818128704,Input,Calculated because there were different mass values depending on the website
inverter_power_card,B8-B32,Passives,Test PIN,AUTO,VERO TECHNOLOGIES,20-2136,"electronic component, passive, unspecified",kg,0.002,0.002,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.
inverter_power_card,TR1,Magnetics,Current sensing,AUTO,CERN,HCR6BFW,"transformer production, low voltage use",kg,0.0095,0.0095,Input,"The HCR6BFW is a high‑frequency current transformer, which falls under ""low voltage use"" ."
